Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Zona;Valor
Apartamento;Apartamento en venta en Fontibon;3;2;48;Fontibon;Fontibon;Fontibon;$ 171.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;54;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 188.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;Kennedy Central;$ 133.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;Kennedy Central;$ 136.620.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 116.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;91;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Bosa;2;1;44;Bosa;Bosa Central;Bosa Central;$ 118.500.000
Apartamento;Apartamento en venta en Ciudad Bolivar;3;2;50;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 186.000.000
Apartamento;Apartamento en venta en Bosa;2;1;36;Bosa;Bosa Central;Bosa Central;$ 92.500.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;74;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 496.000.000
Apartamento;Apartamento en venta en Chico Norte;3;3;126;Chico Norte;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 634.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;59;USAQUEN;USAQUEN;USAQUEN;$ 350.000.000
Apartamento;Apartamento en venta en Bosa;3;2;47;Bosa;Bosa Central;Bosa Central;$ 126.000.000
Apartamento;Apartamento en venta en Cedritos;2;2;64;Cedritos;USAQUEN;USAQUEN;$ 277.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;45;USAQUEN;USAQUEN;USAQUEN;$ 185.869.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;61;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 186.000.000
Apartamento;Apartamento en venta en Bosa;3;2;49;Bosa;Bosa Central;Bosa Central;$ 177.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;51;USAQUEN;USAQUEN;USAQUEN;$ 205.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;3;59;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 440.000.000
Apartamento;Apartamento en venta en Cedritos;3;2;95;Cedritos;USAQUEN;USAQUEN;$ 442.436.000
Apartamento;Apartamento en venta en Cantagallo;1;1;55;Cantagallo;Britalia;Britalia;$ 348.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;88;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 500.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;57;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 165.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;58;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 309.000.000
Apartamento;Apartamento en venta en Bosa;2;1;46;Bosa;Bosa Central;Bosa Central;$ 138.000.000
Apartamento;Apartamento en venta en Gran Granada;3;2;55;Gran Granada;Garcés Navas;Garcés Navas;$ 208.000.000
Apartamento;Apartamento en venta en Engativa;3;2;75;Engativa;Engativa;Engativa;$ 300.000.000
Apartamento;Apartamento en venta en USAQUEN;2;2;79;USAQUEN;USAQUEN;USAQUEN;$ 483.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 158.000.000
Apartamento;Apartamento en venta en Kennedy;2;1;38;Kennedy;Kennedy Central;Kennedy Central;$ 110.500.000
Apartamento;Apartamento en venta en Usme;3;1;38;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 103.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 300.000.000
Apartamento;Apartamento en venta en Usme;3;1;46;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 102.000.000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;48;Barrios Unidos;Los Andes;Los Andes;$ 309.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;64;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 297.000.000
Apartamento;Apartamento en venta en Bosa;3;2;46;Bosa;Bosa Central;Bosa Central;$ 182.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;57;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 190.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;107;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 450.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;48;Kennedy;Kennedy Central;Kennedy Central;$ 132.000.000
Apartamento;Apartamento en venta en Bosa;3;1;42;Bosa;Bosa Central;Bosa Central;$ 119.000.000
Casa;Casa en venta en Engativa;3;1;68;Engativa;Engativa;Engativa;$ 260.000.000
Casa;Casa en venta en Zona Noroccidental;4;3;74;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 200.000.000
Apartamento;Apartamento en venta en Usme;3;1;47;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 131.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;51;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 160.000.000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;Bosa Central;$ 112.000.000
Apartamento;Apartamento en venta en Teusaquillo;1;1;42;Teusaquillo;Teusaquillo;Teusaquillo;$ 253.500.000
Apartamento;Apartamento en venta en Santa Teresa;3;2;64;Santa Teresa;San Cristobal Norte;San Cristobal Norte;$ 246.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;114;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 510.000.000
Apartamento;Apartamento en venta en Usme;3;1;46;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 127.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 250.000.000
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;Bosa Central;Bosa Central;$ 136.600.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;72;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 270.000.000
Apartamento;Apartamento en venta en Bosa;3;1;53;Bosa;Bosa Central;Bosa Central;$ 144.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;Kennedy Central;$ 197.000.000
Casa;Casa en venta en Castilla;3;2;68;Castilla;KENNEDY: Castilla + Bavaria;KENNEDY;$ 249.500.000
Apartamento;Apartamento en venta en Usme;3;2;50;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 141.000.000
Apartamento;Apartamento en venta en Cantagallo;2;2;60;Cantagallo;Britalia;Britalia;$ 387.000.000
Apartamento;Apartamento en venta en Bosa;3;2;63;Bosa;Bosa Central;Bosa Central;$ 300.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;72;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 270.000.000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;Bosa Central;$ 119.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 265.000.000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;38;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 166.000.000
Apartamento;Apartamento en venta en Tunjuelito;1;1;27;Tunjuelito;Tunjuelito;Tunjuelito;$ 181.000.000
Apartamento;Apartamento en venta en Engativa;3;2;59;Engativa;Engativa;Engativa;$ 190.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;60;Kennedy;Kennedy Central;Kennedy Central;$ 148.000.000
Apartamento;Apartamento en venta en Los Martires;5;4;184;Los Martires;La Sabana;La Sabana;$ 560.000.000
Apartamento;Apartamento en venta en Cedritos;4;2;100;Cedritos;USAQUEN;USAQUEN;$ 400.000.000
Apartamento;Apartamento en venta en USAQUEN;4;6;270;USAQUEN;USAQUEN;USAQUEN;$ 2.000.000.000
Casa;Casa en venta en Patio Bonito;12;5;72;Patio Bonito;Patio Bonito;Patio Bonito;$ 550.000.000
Apartamento;Apartamento en venta en Niza;3;3;125;Niza;Niza;Niza;$ 800.000.000
Casa;Casa en venta en Tunjuelito;10;5;390;Tunjuelito;Tunjuelito;Tunjuelito;$ 700.000.000
Apartamento;Apartamento en venta en USAQUEN;2;1;54;USAQUEN;USAQUEN;USAQUEN;$ 340.000.000
Casa;Casa en venta en Bellavista Occidental;5;4;173;Bellavista Occidental;Las Ferias;Las Ferias;$ 550.000.000
Casa;Casa en venta en Kennedy;3;2;120;Kennedy;Kennedy Central;Kennedy Central;$ 450.000.000
Casa;Casa en venta en Suba;4;2;74;Suba;Suba;Suba;$ 195.000.000
Apartamento;Apartamento en venta en Santa Barbara;3;3;133;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 750.000.000
Apartamento;Apartamento en venta en La Candelaria;1;1;38;La Candelaria;La Candelaria;La Candelaria;$ 240.000.000
Apartamento;Apartamento en venta en Alhambra;3;2;86;Alhambra;La Alhambra;La Alhambra;$ 450.000.000
Apartamento;Apartamento en venta en Santa Barbara;2;2;62;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 390.000.000
Casa;Casa en venta en Puente Aranda;6;3;160;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 1.500.000.000
Apartamento;Apartamento en venta en Engativa;2;1;4600;Engativa;Engativa;Engativa;$ 155.000.000
Apartamento;Apartamento en venta en Suba;2;2;63;Suba;Suba;Suba;$ 320.000.000
Apartamento;Apartamento en venta en USAQUEN;4;4;170;USAQUEN;USAQUEN;USAQUEN;$ 780.000.000
Apartamento;Apartamento en venta en Ingles;2;1;80;Ingles;Quiroga;Quiroga;$ 200.000.000
Apartamento;Apartamento en venta en Los Martires;5;4;184;Los Martires;La Sabana;La Sabana;$ 560.000.000
Casa;Casa en venta en Rafael Uribe Uribe;13;8;430;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 800.000.000
Casa;Casa en venta en Engativa;6;4;230;Engativa;Engativa;Engativa;$ 660.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;67;Kennedy;Kennedy Central;Kennedy Central;$ 380.000.000
Casa;Casa en venta en Los Martires;6;5;714;Los Martires;La Sabana;La Sabana;$ 1.200.000.000
Casa;Casa en venta en Kennedy;3;2;62;Kennedy;Kennedy Central;Kennedy Central;$ 155.000.000
Apartamento;Apartamento en venta en La Sabana;3;2;132;La Sabana;La Sabana;La Sabana;$ 460.000.000
Casa;Casa en venta en Bellavista Occidental;5;4;173;Bellavista Occidental;Las Ferias;Las Ferias;$ 550.000.000
Apartamento;Apartamento en venta en Niza;3;3;125;Niza;Niza;Niza;$ 800.000.000
Casa;Casa en venta en Tunjuelito;10;5;390;Tunjuelito;Tunjuelito;Tunjuelito;$ 700.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;58;Kennedy;Kennedy Central;Kennedy Central;$ 195.000.000
Casa;Casa en venta en San Cristobal;5;5;250;San Cristobal;Sosiego;Sosiego;$ 1.100.000.000
Casa;Casa en venta en Alhambra;4;4;307;Alhambra;La Alhambra;La Alhambra;$ 920.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;47;Kennedy;Kennedy Central;Kennedy Central;$ 150.000.000
Casa;Casa en venta en Tintala;4;2;89;Tintala;Tintala;Tintala;$ 210.000.000
Casa;Casa en venta en Kennedy;4;2;76;Kennedy;Kennedy Central;Kennedy Central;$ 195.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;42;Kennedy;Kennedy Central;Kennedy Central;$ 133.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;43;Kennedy;Kennedy Central;Kennedy Central;$ 120.000.000
Apartamento;Apartamento en venta en Tintala;3;2;63;Tintala;Tintala;Tintala;$ 255.000.000
Casa;Casa en venta en Teusaquillo;10;4;300;Teusaquillo;Teusaquillo;Teusaquillo;$ 1.700.000.000
Casa;Casa en venta en Fontibon;2;1;118;Fontibon;Fontibon;Fontibon;$ 130.000.000
Apartamento;Apartamento en venta en Tunjuelito;3;1;56;Tunjuelito;Tunjuelito;Tunjuelito;$ 180.000.000
Casa;Casa en venta en Antonio Nariño;4;2;349;Antonio Nariño;Restrepo;Restrepo;$ 750.000.000
Casa;Casa en venta en Kennedy;4;2;150;Kennedy;Kennedy Central;Kennedy Central;$ 420.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;70;Kennedy;Kennedy Central;Kennedy Central;$ 265.000.000
Casa;Casa en venta en Kennedy;3;1;54;Kennedy;Kennedy Central;Kennedy Central;$ 140.000.000
Casa;Casa en venta en Puente Aranda;10;6;420;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 1.400.000.000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;77;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 320.000.000
Apartamento;Apartamento en venta en Villa Alsacia;2;1;42;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 170.000.000
Casa;Casa en venta en Villa Alsacia;3;3;122;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 420.000.000
Casa;Casa en venta en Puente Aranda;3;4;86;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 630.000.000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;63;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 290.000.000
Apartamento;Apartamento en venta en Ciudad Salitre;3;3;98;Ciudad Salitre;Ciudad Salitre Oriental;Ciudad Salitre Oriental;$ 750.000.000
Casa;Casa en venta en Puente Aranda;10;6;420;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 1.400.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;43;Kennedy;Kennedy Central;Kennedy Central;$ 120.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;42;Kennedy;Kennedy Central;Kennedy Central;$ 133.000.000
Apartamento;Apartamento en venta en Tintala;3;2;63;Tintala;Tintala;Tintala;$ 255.000.000
Casa;Casa en venta en Fontibon;2;1;118;Fontibon;Fontibon;Fontibon;$ 130.000.000
Apartamento;Apartamento en venta en Tunjuelito;3;1;56;Tunjuelito;Tunjuelito;Tunjuelito;$ 180.000.000
Casa;Casa en venta en Kennedy;3;1;54;Kennedy;Kennedy Central;Kennedy Central;$ 140.000.000
Casa;Casa en venta en Kennedy;4;2;150;Kennedy;Kennedy Central;Kennedy Central;$ 420.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;70;Kennedy;Kennedy Central;Kennedy Central;$ 265.000.000
Apartamento;Apartamento en venta en Ciudad Bolivar;2;1;45;Ciudad Bolivar;CIUDAD BOLÍVAR: Monteblanco + El Tesoro + El Mochuelo;CIUDAD BOLÍVAR;$ 168.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;80;USAQUEN;USAQUEN;USAQUEN;$ 295.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;49;Kennedy;Kennedy Central;Kennedy Central;$ 250.000.000
Casa;Casa en venta en Kennedy;4;1;67;Kennedy;Kennedy Central;Kennedy Central;$ 160.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;72;Kennedy;Kennedy Central;Kennedy Central;$ 300.000.000
Casa;Casa en venta en Kennedy;8;8;320;Kennedy;Kennedy Central;Kennedy Central;$ 1.400.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;89;USAQUEN;USAQUEN;USAQUEN;$ 500.000.000
Apartamento;Apartamento en venta en Suba;3;2;61;Suba;Suba;Suba;$ 300.000.000
Apartamento;Apartamento en venta en Bosa;3;2;52;Bosa;Bosa Central;Bosa Central;$ 134.999.998
Apartamento;Apartamento en venta en Suba;3;2;64;Suba;Suba;Suba;$ 280.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;79;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 420.000.000
Casa;Casa en venta en Rafael Uribe Uribe;10;7;298;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 260.000.000
Casa;Casa en venta en Usme;3;2;57;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 140.000.000
Casa;Casa en venta en Bosa;5;4;240;Bosa;Bosa Central;Bosa Central;$ 290.000.000
Casa;Casa en venta en Fontibon;8;4;270;Fontibon;Fontibon;Fontibon;$ 1.300.000.000
Apartamento;Apartamento en venta en Lagos De Cordoba;3;4;188;Lagos De Cordoba;Niza;Niza;$ 1.080.000.000
Apartamento;Apartamento en venta en Suba;3;1;52;Suba;Suba;Suba;$ 145.000.000
Apartamento;Apartamento en venta en Las Nieves;1;1;17;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 190.000.000
Casa;Casa en venta en Fontibon;3;2;70;Fontibon;Fontibon;Fontibon;$ 180.000.000
Casa;Casa en venta en Kennedy;10;3;260;Kennedy;Kennedy Central;Kennedy Central;$ 450.000.000
Apartamento;Apartamento en venta en Lagos De Cordoba;4;3;118;Lagos De Cordoba;Niza;Niza;$ 990.000.000
Casa;Casa en venta en Suba;4;7;625;Suba;Suba;Suba;$ 1.900.000.000
Apartamento;Apartamento en venta en Las Nieves;1;1;22;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazon;SANTA FE;$ 200.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;59;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 320.000.000
Apartamento;Apartamento en venta en Suba;3;2;62;Suba;Suba;Suba;$ 300.000.000
Casa;Casa en venta en Bosa;4;6;176;Bosa;Bosa Central;Bosa Central;$ 600.000.000
Casa;Casa en venta en Kennedy;5;5;200;Kennedy;Kennedy Central;Kennedy Central;$ 900.000.000
Apartamento;Apartamento en venta en Suba;3;2;78;Suba;Suba;Suba;$ 320.000.000
Apartamento;Apartamento en venta en Puente Aranda;3;2;60;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;PUENTE ARANDA;$ 250.000.000
Casa;Casa en venta en Santa Barbara;5;5;200;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 750.000.000
Apartamento;Apartamento en venta en Fontibon;3;2;53;Fontibon;Fontibon;Fontibon;$ 160.000.000
Apartamento;Apartamento en venta en Bosa;3;2;68;Bosa;Bosa Central;Bosa Central;$ 230.000.000
Casa;Casa en venta en Santa Barbara;4;5;296;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.350.000.000
Casa;Casa en venta en Engativa;5;3;100;Engativa;Engativa;Engativa;$ 395.000.000
Casa;Casa en venta en Boyaca ;9;4;266;Boyaca ;Boyaca Real;Boyaca Real;$ 600.000.000
Apartamento;Apartamento en venta en Suba;3;1;62;Suba;Suba;Suba;$ 150.000.000
Apartamento;Apartamento en venta en Teusaquillo;3;3;104;Teusaquillo;Teusaquillo;Teusaquillo;$ 620.000.000
Apartamento;Apartamento en venta en Nicolas De Federman;3;4;163;Nicolas De Federman;Teusaquillo;Teusaquillo;$ 690.000.000
Apartamento;Apartamento en venta en Chapinero;3;3;211;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 1.300.000.000
Casa;Casa en venta en USAQUEN;4;5;240;USAQUEN;USAQUEN;USAQUEN;$ 1.590.000.000
Apartamento;Apartamento en venta en Antonio Nariño;3;1;74;Antonio Nariño;Restrepo;Restrepo;$ 220.000.000
Apartamento;Apartamento en venta en Antonio Nariño;3;1;58;Antonio Nariño;Restrepo;Restrepo;$ 230.000.000
Casa;Casa en venta en Kennedy;6;3;210;Kennedy;Kennedy Central;Kennedy Central;$ 340.000.000
Apartamento;Apartamento en venta en Santa Barbara;4;5;261;Santa Barbara;USAQUEN: Country Club + Santa Barbara;USAQUEN;$ 1.500.000.000
Casa;Casa en venta en USAQUEN;4;4;217;USAQUEN;USAQUEN;USAQUEN;$ 1.050.000.000
Casa;Casa en venta en Barrios Unidos;6;3;300;Barrios Unidos;Los Andes;Los Andes;$ 850.000.000
Apartamento;Apartamento en venta en Suba;3;4;460;Suba;Suba;Suba;$ 1.700.000.000
Apartamento;Apartamento en venta en Suba;4;5;280;Suba;Suba;Suba;$ 1.650.000.000
Apartamento;Apartamento en venta en Suba;3;2;119;Suba;Suba;Suba;$ 539.000.000
Apartamento;Apartamento en venta en Cedritos;4;2;100;Cedritos;USAQUEN;USAQUEN;$ 400.000.000
Apartamento;Apartamento en venta en Kennedy;4;2;53;Kennedy;Kennedy Central;Kennedy Central;$ 165.000.000
Apartamento;Apartamento en venta en Villa Alsacia;3;2;63;Villa Alsacia;KENNEDY: Castilla + Bavaria;KENNEDY;$ 290.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;80;USAQUEN;USAQUEN;USAQUEN;$ 295.000.000
Apartamento;Apartamento en venta en Kennedy;3;1;49;Kennedy;Kennedy Central;Kennedy Central;$ 250.000.000
Casa;Casa en venta en Usme;3;2;57;Usme;USME: Alfonso Lopez + Ciudad Usme;USME;$ 140.000.000
Apartamento;Apartamento en venta en Chapinero;3;2;79;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 420.000.000
Apartamento;Apartamento en venta en Suba;3;2;61;Suba;Suba;Suba;$ 300.000.000
Apartamento;Apartamento en venta en Bosa;3;2;52;Bosa;Bosa Central;Bosa Central;$ 134.999.998
Casa;Casa en venta en Rafael Uribe Uribe;10;7;298;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 260.000.000
Apartamento;Apartamento en venta en Suba;3;2;64;Suba;Suba;Suba;$ 280.000.000
Apartamento;Apartamento en venta en Kennedy;3;2;72;Kennedy;Kennedy Central;Kennedy Central;$ 300.000.000
Casa;Casa en venta en Kennedy;8;8;320;Kennedy;Kennedy Central;Kennedy Central;$ 1.400.000.000
Casa;Casa en venta en Chapinero;20;8;259;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;CHAPINERO;$ 2.200.000.000
Casa;Casa en venta en Kennedy;3;3;170;Kennedy;Kennedy Central;Kennedy Central;$ 700.000.000
Casa;Casa en venta en Kennedy;5;3;242;Kennedy;Kennedy Central;Kennedy Central;$ 930.000.000
Casa;Casa en venta en Kennedy;4;1;67;Kennedy;Kennedy Central;Kennedy Central;$ 160.000.000
Apartamento;Apartamento en venta en USAQUEN;3;2;89;USAQUEN;USAQUEN;USAQUEN;$ 500.000.000
Casa;Casa en venta en Rafael Uribe Uribe;7;3;170;Rafael Uribe Uribe;Los Alcazares;Los Alcazares;$ 450.000.000
Apartamento;Apartamento en venta en Niza;3;2;83;Niza;Niza;Niza;$ 390.000.000
Apartamento;Apartamento en venta en Lagos De Cordoba;3;4;188;Lagos De Cordoba;Niza;Niza;$ 1.080.000.000
Apartamento;Apartamento en venta en Lagos De Cordoba;4;3;118;Lagos De Cordoba;Niza;Niza;$ 990.000.000
Apartamento;Apartamento en venta en Suba;3;1;52;Suba;Suba;Suba;$ 145.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;2;108;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 780.000.000
Casa;Casa en venta en Suba;4;7;625;Suba;Suba;Suba;$ 1.900.000.000
Apartamento;Apartamento en venta en Chico Reservado;2;3;130;Chico Reservado;CHAPINERO: Chico Lago + El Refugio;CHAPINERO;$ 1.000.000.000
